datetime,open,high,low,close,volume
2021-11-01,61343.13,62480.0,59500.0,60939.91,12232.46723
2021-11-02,60939.91,64300.0,60661.27,63257.7,10751.96477
2021-11-03,63257.7,63565.29,60400.0,62928.12,10899.63806
2021-11-04,62928.13,63125.0,60740.0,61443.35,10474.64639
2021-11-05,61443.34,62631.08,60800.0,61001.36,9475.41802
2021-11-06,61000.76,61605.14,60111.0,61518.88,7010.73483
2021-11-07,61518.88,63333.0,61371.32,63327.14,7182.60363
2021-11-08,63321.69,67837.21,63321.69,67570.19,13996.479193
2021-11-09,67571.12,68590.7,66256.0,66958.39,12058.000864
2021-11-10,66958.39,69020.0,62957.17,64911.66,15542.398128
2021-11-11,64911.65,65611.53,64132.23,64816.53,9914.99834
2021-11-12,64816.53,65466.66,62300.0,64139.28,11263.11499
2021-11-13,64140.76,64988.32,63380.84,64389.0,5781.19382
2021-11-14,64389.0,65530.56,63592.14,65527.47,7123.48023
2021-11-15,65528.12,66346.0,63398.31,63615.74,8876.33095
2021-11-16,63615.75,63618.92,58610.0,60088.0,19829.43647
2021-11-17,60092.23,60886.91,58370.13,60371.86,11836.55864
2021-11-18,60368.85,60972.22,56520.0,56917.36,15359.10647
2021-11-19,56926.63,58373.09,55624.03,58099.99,11081.25742
2021-11-20,58100.0,59880.1,57405.0,59743.28,7840.3858
2021-11-21,59743.29,60074.03,58530.17,58677.1,7595.59042
2021-11-22,58677.31,59490.0,55590.0,56292.09,13682.60854
2021-11-23,56292.08,57857.14,55338.72,57557.9,11918.22396
2021-11-24,57557.9,57747.8,55896.57,57155.08,9717.99725
2021-11-25,57157.7,59427.59,57010.0,58999.99,10348.68584
2021-11-26,58999.99,59191.99,53511.0,53759.97,17773.69862
2021-11-27,53756.29,55304.81,53644.88,54762.33,7758.23976
2021-11-28,54762.32,57471.01,53310.0,57317.97,9229.5602
2021-11-29,57317.12,58900.61,56728.28,57826.71,8748.92499
2021-11-30,57826.72,59219.27,55929.0,56981.05,13182.52246
2021-12-01,56981.05,59100.0,56494.25,57212.27,11500.24907
2021-12-02,57212.27,57406.66,55830.0,56523.54,9635.32024
2021-12-03,56523.37,57650.0,51681.0,53648.0,13111.65984
2021-12-04,53646.14,53888.94,42620.24,49201.95,26434.37925
2021-12-05,49203.65,49763.02,47811.0,49446.72,12469.88547
2021-12-06,49450.95,50945.26,47110.26,50500.01,15957.76523
2021-12-07,50500.0,51984.79,50030.58,50634.01,11474.40001
2021-12-08,50631.61,51242.37,48644.59,50512.87,10488.04149
2021-12-09,50513.55,50840.0,47334.87,47569.26,11581.89907
2021-12-10,47566.83,50128.03,46860.0,47166.63,12699.982
2021-12-11,47166.62,49500.0,46770.0,49422.38,8701.83423
2021-12-12,49422.39,50800.0,48648.81,50080.09,7907.59353
2021-12-13,50080.19,50211.41,45675.93,46723.7,14240.85804
2021-12-14,46721.36,48679.93,46310.91,48365.91,11276.93401
2021-12-15,48364.06,49500.0,46560.0,48883.91,13938.48076
2021-12-16,48882.77,49450.0,47526.36,47639.42,9045.64979
2021-12-17,47639.75,48007.03,45444.44,46153.7,12795.51061
2021-12-18,46148.67,47420.6,45515.0,46847.87,7774.9906
2021-12-19,46844.86,48300.0,46446.59,46699.1,8115.31037
2021-12-20,46699.1,47530.0,45576.19,46916.22,10529.88683
2021-12-21,46916.22,49332.98,46655.6,48905.71,10906.09667
2021-12-22,48906.7,49600.0,48453.22,48610.35,7859.48983
2021-12-23,48611.49,51384.72,48025.92,50847.09,10627.49589
2021-12-24,50847.1,51849.32,50431.29,50846.08,8111.25965
2021-12-25,50846.72,51171.94,50167.69,50427.56,5193.4307
2021-12-26,50429.21,51300.0,49446.2,50801.06,7141.32871
2021-12-27,50801.07,52134.38,50469.66,50727.55,8897.76107
2021-12-28,50727.54,50727.54,47318.91,47556.84,13876.71864
2021-12-29,47556.84,48138.44,46081.63,46471.72,11324.73006
2021-12-30,46471.73,47907.26,45923.13,47125.87,9568.70039
2021-12-31,47125.89,48566.66,45680.0,46208.25,11585.53472
2022-01-01,46215.75,47939.99,46212.42,47729.83,5718.58633
2022-01-02,47729.83,47998.49,46671.57,47293.15,6493.43477
2022-01-03,47293.16,47580.0,45700.0,46450.22,8870.25248
2022-01-04,46450.22,47540.0,45545.17,45824.27,10080.39299
2022-01-05,45824.27,47061.05,42500.0,43448.5,16822.05714
2022-01-06,43444.77,43792.21,42420.0,43086.35,12143.3641
2022-01-07,43086.35,43142.11,40635.14,41556.89,18009.1921
2022-01-08,41556.9,42306.69,40524.0,41678.35,10584.77879
2022-01-09,41680.13,42778.07,41200.81,41860.61,8109.48014
2022-01-10,41867.75,42282.88,39651.31,41819.01,16579.39971
2022-01-11,41819.0,43106.15,41255.78,42740.0,12561.68865
2022-01-12,42740.0,44324.66,42453.0,43919.88,10785.33895
2022-01-13,43919.87,44443.07,42330.0,42570.33,10239.58548
2022-01-14,42567.8,43470.0,41751.0,43074.83,10079.35892
2022-01-15,43078.58,43826.31,42580.0,43104.8,6015.35835
2022-01-16,43104.8,43489.0,42601.97,43229.82,5813.31263
