,timestamp,open,high,low,close,volume,10,20,30,40,50,close-50,close-10,Buy,Sell
0,2022-01-07 21:00:00,3214.96,3222.51,3204.99,3214.68,3767.131,,,,,,,,False,False
1,2022-01-07 22:00:00,3214.37,3215.95,3165.5,3181.63,4243.8773,,,,,,,,False,False
2,2022-01-07 23:00:00,3181.63,3198.8,3170.85,3197.44,2229.9437,,,,,,,,False,False
3,2022-01-08 00:00:00,3197.68,3239.0,3188.4,3235.7,5605.0921,,,,,,,,False,False
4,2022-01-08 01:00:00,3235.5,3245.48,3215.69,3217.29,3269.1779,,,,,,,,False,False
5,2022-01-08 02:00:00,3217.29,3221.47,3189.29,3209.83,2850.6346,,,,,,,,False,False
6,2022-01-08 03:00:00,3209.45,3212.91,3181.0,3203.35,3371.6621,,,,,,,,False,False
7,2022-01-08 04:00:00,3203.19,3226.17,3201.78,3218.49,2387.5838,,,,,,,,False,False
8,2022-01-08 05:00:00,3218.31,3219.92,3203.93,3214.82,1802.147,,,,,,,,False,False
9,2022-01-08 06:00:00,3214.8,3222.4,3191.7,3218.6,2366.593,,,,,,,,False,False
10,2022-01-08 07:00:00,3218.71,3228.0,3206.8,3215.42,2207.1593,3191.313,,,,,,24.10699999999997,False,False
11,2022-01-08 08:00:00,3215.31,3237.0,3208.3,3215.0,3705.6628,3191.4939999999997,,,,,,23.506000000000313,False,False
12,2022-01-08 09:00:00,3215.06,3240.55,3215.06,3240.36,2964.6488,3195.774,,,,,,44.58600000000024,False,False
13,2022-01-08 10:00:00,3240.36,3247.4,3209.31,3221.16,3841.6457,3200.195,,,,,,20.96499999999969,False,False
14,2022-01-08 11:00:00,3221.3,3223.75,3206.35,3220.29,2686.9927,3202.286,,,,,,18.003999999999905,False,False
15,2022-01-08 12:00:00,3219.94,3230.0,3192.5,3201.3,3187.609,3201.352,,,,,,-0.05199999999967986,False,False
16,2022-01-08 13:00:00,3201.12,3208.23,3175.96,3200.06,4506.3178,3201.673,,,,,,-1.612999999999829,False,False
17,2022-01-08 14:00:00,3200.07,3205.28,3175.4,3176.39,3096.9391,3201.169,,,,,,-24.778999999999996,False,False
18,2022-01-08 15:00:00,3176.39,3183.65,3146.7,3160.36,6228.7778,3198.531,,,,,,-38.17099999999982,False,False
19,2022-01-08 16:00:00,3160.36,3179.66,3121.52,3129.15,6960.3958,3192.808,,,,,,-63.6579999999999,False,False
20,2022-01-08 17:00:00,3129.43,3136.34,3035.63,3040.75,14023.3086,3185.79,3188.5514999999996,,,,,-145.03999999999996,False,False
21,2022-01-08 18:00:00,3040.74,3080.19,3001.7,3009.58,19670.0867,3168.6730000000002,3180.0834999999993,,,,,-159.0930000000003,False,False
22,2022-01-08 19:00:00,3009.57,3055.2,3000.0,3028.9,13311.8864,3148.0130000000004,3171.893499999999,,,,,-119.11300000000028,False,False
