,timestamp,open,high,low,close,volume,10,20,30,40,50,close-50,10-20,Buy,Sell
0,2021-11-06 08:00:00,60846.41,61400.0,60149.63,60378.91,1743.02545,,,,,,,,False,False
1,2021-11-06 12:00:00,60378.59,60800.0,60111.0,60696.66,1441.03692,,,,,,,,False,False
2,2021-11-06 16:00:00,60696.67,61225.74,60474.99,61219.25,983.14184,,,,,,,,False,False
3,2021-11-06 20:00:00,61219.25,61537.73,61144.45,61518.88,794.21562,,,,,,,,False,False
4,2021-11-07 00:00:00,61518.88,62348.0,61371.32,62179.86,1573.24576,,,,,,,,False,False
5,2021-11-07 04:00:00,62179.87,62320.0,61755.49,61802.02,643.53178,,,,,,,,False,False
6,2021-11-07 08:00:00,61802.03,62400.0,61535.0,61947.5,1271.64711,,,,,,,,False,False
7,2021-11-07 12:00:00,61947.51,62179.99,61750.0,61987.8,1053.55132,,,,,,,,False,False
8,2021-11-07 16:00:00,61987.76,62546.49,61982.02,62320.08,1277.49849,,,,,,,,False,False
9,2021-11-07 20:00:00,62320.08,63333.0,62220.0,63327.14,1363.12917,,,,,,,,False,False
10,2021-11-08 00:00:00,63321.69,65689.15,63321.69,65247.23,3499.80977,61249.39,,,,,,,False,False
11,2021-11-08 04:00:00,65244.0,66400.0,65108.84,65991.43,2133.89749,61566.596,,,,,,,False,False
12,2021-11-08 08:00:00,65996.09,66466.66,65659.63,66069.99,1974.98742,62066.37999999999,,,,,,,False,False
13,2021-11-08 12:00:00,66070.0,66524.2,65211.09,66410.37,2266.84223,62584.844000000005,,,,,,,False,False
14,2021-11-08 16:00:00,66417.55,66569.0,65782.27,65852.7,1521.86739,62991.507999999994,,,,,,,False,False
15,2021-11-08 20:00:00,65852.71,67837.21,65602.0,67570.19,2599.074893,63432.603,,,,,,,False,False
16,2021-11-09 00:00:00,67571.12,68590.7,67123.0,68528.0,2687.342574,63817.25399999999,,,,,,,False,False
17,2021-11-09 04:00:00,68528.01,68549.63,67677.64,67901.63,1851.42874,64376.054000000004,,,,,,,False,False
18,2021-11-09 08:00:00,67899.66,68277.77,67350.0,67632.41,1957.05774,64968.81800000001,,,,,,,False,False
19,2021-11-09 12:00:00,67632.41,68117.56,66500.0,66798.57,2792.56908,65505.616,,,,,,,False,False
20,2021-11-09 16:00:00,66795.3,67308.4,66256.0,66798.93,1524.00053,65933.61600000001,63591.50299999999,,,,,2342.1130000000194,False,False
21,2021-11-09 20:00:00,66798.93,67803.34,66672.89,66958.39,1245.6022,66227.04699999999,63896.8215,,,,,2330.225499999993,False,False
22,2021-11-10 00:00:00,66958.39,67374.89,66370.0,66491.44,1297.36074,66383.452,64224.91599999999,,,,,2158.5360000000146,False,False
